PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Rayjon_Tucker,DEN,24,3,1,2,9.8,2.0,0.3,0.7,50.0,0.3,0.7,50.0,1.0,1.3,75.0,0.3,1.0,1.3,1.3,0.0,0.3,0.0,1.0,6.6,0,0,1.0
Shaquille_Harrison,BKN,28,2,1,1,11.3,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.5,2.0,1.5,1.0,0.5,0.5,1.5,8.7,0,0,-2.0
Keljin_Blevins,POR,26,16,4,12,7.5,1.9,0.8,2.1,36.4,0.4,1.3,33.3,0.0,0.1,0.0,0.4,0.4,0.8,0.6,0.5,0.1,0.1,0.4,3.7,0,0,-4.6
Jalen_Johnson,ATL,20,15,10,5,4.5,1.9,0.7,1.5,50.0,0.2,0.5,37.5,0.3,0.4,66.7,0.0,1.1,1.1,0.1,0.3,0.0,0.1,0.2,3.3,0,0,-1.3
Jake_Layman,MIN,28,25,15,10,7.1,1.9,0.8,2.0,37.3,0.2,1.0,15.4,0.2,0.3,75.0,0.2,0.8,1.0,0.3,0.3,0.2,0.2,0.4,4.4,0,0,-1.8
Marko_Simonovic,CHI,22,9,4,5,3.9,1.9,0.4,1.7,26.7,0.1,0.6,20.0,0.9,1.2,72.7,0.6,0.6,1.1,0.0,0.2,0.1,0.1,0.7,3.7,0,0,0.3
Sam_Hauser,BOS,24,13,9,4,4.8,1.8,0.6,1.6,38.1,0.6,1.6,38.1,0.0,0.0,0.0,0.1,0.5,0.6,0.3,0.1,0.1,0.1,0.3,3.4,0,0,-0.7
Ish_Wainright,PHX,27,33,27,6,7.2,1.8,0.7,1.9,37.1,0.3,1.1,31.4,0.1,0.2,42.9,0.6,0.6,1.2,0.3,0.3,0.3,0.2,1.1,4.7,0,0,1.1
Georgios_Kalaitzakis,MIL,23,9,7,2,5.3,1.8,0.6,1.2,45.5,0.2,0.4,50.0,0.4,1.0,44.4,0.4,0.4,0.9,0.0,0.4,0.1,0.1,0.9,3.1,0,0,-5.4
Alize_Johnson,NOP,25,21,13,8,7.0,1.8,0.8,1.5,50.0,0.0,0.2,0.0,0.2,0.5,50.0,1.1,1.4,2.5,0.4,0.5,0.1,0.0,0.8,5.3,0,0,-2.7
Miles_McBride,NYK,21,25,10,15,7.2,1.8,0.7,2.5,27.0,0.3,1.4,19.4,0.1,0.2,75.0,0.1,0.6,0.7,1.0,0.1,0.3,0.0,0.8,5.1,0,0,2.4
Eugene_Omoruyi,DAL,25,4,1,3,4.5,1.8,0.5,1.3,40.0,0.3,0.5,50.0,0.5,1.0,50.0,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,4.6,0,0,0.8
Theo_Pinson,DAL,26,16,11,5,7.5,1.8,0.6,2.0,28.1,0.4,1.6,24.0,0.3,0.3,100,0.1,1.1,1.2,0.8,0.1,0.3,0.1,0.6,5.4,0,0,-3.1
Willie_Cauley-Stein,PHI,28,20,12,8,9.1,1.7,0.8,1.8,45.7,0.1,0.1,50.0,0.1,0.1,50.0,0.7,1.4,2.0,0.5,0.4,0.3,0.2,1.0,5.9,0,0,1.2
McKinley_Wright_IV,MIN,23,3,3,0,2.9,1.7,0.7,1.0,66.7,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,1.8,0,0,-3.0
Wayne_Selden,NYK,27,3,2,1,6.4,1.7,0.3,1.3,25.0,0.3,0.7,50.0,0.7,1.3,50.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,2.6,0,0,-4.3
Kevin_Pangos,CLE,29,24,16,8,6.9,1.6,0.6,1.9,32.6,0.3,1.1,23.1,0.1,0.2,75.0,0.1,0.4,0.5,1.3,0.3,0.1,0.0,0.5,4.1,0,0,-1.5
Isaiah_Todd,WAS,20,10,1,9,4.1,1.6,0.5,1.7,29.4,0.4,1.1,36.4,0.2,0.6,33.3,0.2,0.8,1.0,0.3,0.1,0.2,0.2,0.1,4.4,0,0,-0.1
Vernon_Carey_Jr.,WAS,21,5,3,2,3.6,1.6,0.6,1.2,50.0,0.0,0.0,0.0,0.4,0.6,66.7,0.6,0.4,1.0,0.0,0.2,0.2,0.0,0.2,3.2,0,0,-4.4
Charlie_Brown_Jr.,PHI,25,19,14,5,9.1,1.6,0.5,2.1,25.6,0.1,0.6,8.3,0.5,0.5,90.0,0.7,0.9,1.7,0.3,0.3,0.5,0.2,0.9,6.0,0,0,-1.1
Emmanuel_Mudiay,SAC,26,2,0,2,5.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.5,2.0,75.0,0.0,0.0,0.0,2.0,0.5,0.5,0.0,0.5,5.5,0,0,-3.5
Rob_Edwards,OKC,25,2,0,2,5.4,1.5,0.5,2.0,25.0,0.5,2.0,25.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.5,0.0,0.0,0.0,2.8,0,0,-7.0
Ryan_Arcidiacono,NYK,27,2,1,1,3.7,1.5,0.5,0.5,100,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0,-1.0
Brodric_Thomas,BOS,25,9,5,4,4.9,1.4,0.6,1.4,38.5,0.1,0.8,14.3,0.2,0.4,50.0,0.2,0.4,0.7,0.7,0.4,0.0,0.1,0.7,3.1,0,0,0.6
RJ_Nembhard_Jr.,CLE,22,9,5,4,5.8,1.4,0.7,1.7,40.0,0.0,0.2,0.0,0.1,0.2,50.0,0.1,0.3,0.4,1.2,0.2,0.0,0.0,0.2,3.6,0,0,-0.2
Darren_Collison,LAL,34,3,1,2,12.4,1.3,0.7,2.3,28.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.7,0.3,0.3,0.0,1.7,4.6,0,0,-4.7
Bruno_Fernando,HOU,23,22,14,8,3.3,1.3,0.5,1.0,50.0,0.0,0.1,50.0,0.3,0.4,75.0,0.5,0.5,1.0,0.2,0.3,0.0,0.1,0.4,2.8,0,0,-1.8
Leandro_Bolmaro,MIN,21,26,14,12,7.4,1.3,0.4,1.4,30.6,0.2,0.6,26.7,0.3,0.3,88.9,0.6,0.8,1.4,0.5,0.5,0.2,0.0,0.8,3.9,0,0,-1.0
Usman_Garuba,HOU,19,15,2,13,7.0,1.3,0.5,1.6,33.3,0.1,0.9,15.4,0.1,0.1,50.0,0.6,1.7,2.3,0.5,0.2,0.5,0.4,0.6,7.2,0,0,2.6
Jeff_Dowtin,MIL,24,5,4,1,6.1,1.2,0.6,1.4,42.9,0.0,0.4,0.0,0.0,0.0,0.0,0.2,1.2,1.4,0.6,0.2,0.0,0.2,0.4,4.2,0,0,2.6
Juancho_Hernangomez,UTA,26,26,13,13,6.1,1.2,0.3,1.3,22.9,0.2,0.9,17.4,0.4,0.7,64.7,0.5,1.0,1.5,0.3,0.3,0.2,0.1,0.3,4.0,0,0,-1.7
Myles_Powell,PHI,24,11,8,3,4.7,1.2,0.5,1.5,29.4,0.1,0.5,16.7,0.2,0.2,100,0.1,0.5,0.5,0.3,0.3,0.1,0.0,0.7,2.2,0,0,-1.6
Ed_Davis,CLE,32,21,12,9,7.3,1.1,0.5,0.7,66.7,0.0,0.0,0.0,0.2,0.6,33.3,0.5,2.0,2.4,0.2,0.2,0.1,0.4,1.3,5.7,0,0,0.1
Jericho_Sims,NYK,23,23,8,15,8.5,1.1,0.5,0.7,64.7,0.0,0.0,0.0,0.2,0.4,40.0,1.0,1.6,2.6,0.3,0.2,0.2,0.4,1.3,6.3,0,0,-0.8
Tacko_Fall,CLE,26,11,4,7,5.3,1.1,0.5,1.1,41.7,0.0,0.0,0.0,0.2,0.6,28.6,0.6,1.5,2.1,0.2,0.3,0.0,0.5,0.3,5.2,0,0,0.5
Marcus_Garrett,MIA,23,12,11,1,10.7,1.1,0.4,1.8,23.8,0.1,0.3,25.0,0.2,0.4,40.0,0.8,1.2,1.9,0.6,0.2,0.4,0.3,1.3,6.1,0,0,1.4
Petr_Cornelie,DEN,26,13,3,10,2.9,1.1,0.4,1.2,33.3,0.1,0.6,12.5,0.2,0.3,75.0,0.5,0.5,1.1,0.2,0.3,0.1,0.1,0.5,2.9,0,0,0.6
Kai_Jones,CHA,21,19,12,7,3.0,1.1,0.4,0.7,61.5,0.1,0.1,50.0,0.2,0.4,37.5,0.2,0.4,0.5,0.2,0.3,0.1,0.0,0.4,1.8,0,0,-0.4
Braxton_Key,PHI,25,2,2,0,3.2,1.0,0.5,1.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.5,3.5,0,0,-2.5
Dakota_Mathias,MEM,26,6,5,1,2.7,1.0,0.3,1.0,33.3,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,0.2,0.0,0.2,2.2,0,0,-1.8
Deividas_Sirvydis,DET,21,3,1,2,8.9,1.0,0.3,3.3,10.0,0.3,2.3,14.3,0.0,0.0,0.0,0.0,2.0,2.0,0.3,0.0,1.0,0.3,1.3,7.9,0,0,-9.3
Jaden_Springer,PHI,19,2,2,0,2.8,1.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,4.7,0,0,-4.0
Shaq_Buchanan,MEM,25,2,2,0,4.9,1.0,0.5,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,4.2,0,0,-1.0
Tyrell_Terry,MEM,21,2,2,0,1.5,1.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0,0,-1.0
Carlik_Jones,DEN,24,5,3,2,4.7,0.8,0.2,1.8,11.1,0.0,0.2,0.0,0.4,0.4,100,0.2,0.4,0.6,1.0,0.6,0.2,0.0,0.0,3.0,0,0,-4.0
Isaac_Bonga,TOR,22,14,8,6,4.8,0.8,0.2,0.9,23.1,0.1,0.3,25.0,0.3,0.4,66.7,0.3,0.2,0.5,0.3,0.1,0.5,0.1,0.7,3.6,0,0,-2.3
